Time,Mean direction of total swell,Mean direction of wind waves,Mean period of total swell,Mean period of wind waves,Mean wave direction,Mean wave direction of first swell partition,Mean wave direction of second swell partition,Mean wave direction of third swell partition,Mean wave period,Mean wave period of first swell partition,Mean wave period of second swell partition,Mean wave period of third swell partition,Significant height of combined wind waves and swell,Significant height of total swell,Significant height of wind waves,Significant wave height of first swell partition,Significant wave height of second swell partition,Significant wave height of third swell partition
13/07/2022 06:19,238.7174289,271.8883111,13.71516582,9.356331612,257.6265744,231.0327408,39.9319951,84.09386808,11.31953752,14.49539747,6.022400235,10.42040995,6.918045511,4.642431912,5.128481357,4.664930756,0.123929955,0.092452737
13/07/2022 07:19,241.079608,270.2457641,13.65505002,9.193479637,256.450976,233.7245337,38.7783678,83.74228673,11.40665384,14.45211335,6.199646656,10.43632234,6.86787226,4.83297517,4.876493202,4.919599239,0.114832323,0.090567549
13/07/2022 08:19,249.7427623,263.8953149,13.39553127,8.757809572,255.9181112,235.1583254,25.28092842,81.89648466,11.56262354,14.53084922,6.540879169,10.46858915,6.801269035,5.267460486,4.282559067,5.178975631,0.260596593,0.085893855
13/07/2022 09:19,252.9729049,258.2425361,13.18750793,8.242263622,254.7370194,247.9800491,25.11612452,82.23707909,11.62916782,13.66846471,6.604970768,10.51411629,6.658169268,5.50731739,3.739093397,5.583708732,0.236740582,0.081927107
13/07/2022 10:19,252.3466527,256.4791328,13.19703572,8.196672364,253.7427048,248.2217611,11.8054629,81.20980235,11.66821272,13.60951586,6.833490468,10.48759562,6.528672812,5.426781495,3.612833695,5.513972821,0.450164272,0.07988482
13/07/2022 11:19,250.1273031,256.715352,13.43545723,8.509428396,252.7648706,245.8760559,11.78348905,81.18233506,11.65099938,13.88035077,6.844540744,10.49820389,6.453589601,5.135714267,3.886248813,5.255773406,0.428195177,0.079531347
13/07/2022 12:19,243.0132987,256.3527831,13.93543916,10.13393611,252.2759535,331.584939,27.59367648,79.03988623,11.51665132,27.55648305,7.0752705,10.50616009,6.586442718,3.932490492,5.269793057,3.758658165,0.211334604,0.074229258
13/07/2022 13:19,240.0852954,255.5177759,14.01347627,10.16274979,251.0124598,330.2774968,29.00000309,78.65534413,11.48957178,27.55483413,7.155274496,10.49334177,6.667179253,3.899517463,5.403490216,3.813681858,0.1987327,0.073247389
13/07/2022 14:19,237.4923919,253.9081897,14.20516626,10.25338521,249.5017609,328.975548,25.3138892,78.73774601,11.48537341,27.55236075,7.275059484,10.50792813,6.793142381,3.792719863,5.635468068,3.787641233,0.177437504,0.072501169
13/07/2022 15:19,238.5581192,248.9146271,14.25507371,10.37119302,246.260625,11.50879012,79.27068593,249.8424988,11.56052435,7.364236019,10.56008543,0,6.938538811,1.691053987,6.439244764,0.327621947,0.069141997,0
13/07/2022 16:19,235.069785,247.4094168,14.3535275,10.39180027,244.0467644,326.0200692,11.51980281,79.49034983,11.646801,27.54823845,7.428879321,10.57953392,7.122801844,3.982971325,5.895424928,3.810886536,0.301097899,0.068298772
13/07/2022 17:19,230.1037155,245.5910789,14.74325934,10.80394525,241.5417509,325.0312474,11.8054629,78.22136091,11.98896872,27.5432917,7.72988883,10.73733185,7.864977303,4.312263923,6.576837734,4.235922497,0.289169894,0.064646221
13/07/2022 18:19,230.6310857,245.2614708,14.59149531,10.42809091,239.7179252,324.0259451,12.58004123,76.79855515,12.14808721,27.54040609,7.798400539,10.65290775,7.909143897,5.074728753,6.062413566,4.942256054,0.267672528,0.062211187
13/07/2022 19:19,230.4827629,244.4154767,14.58128697,10.13685395,238.1467983,219.3756295,11.28358389,76.95237199,12.280546,15.64098378,7.836855498,10.65688585,7.897483916,5.479304905,5.684165709,5.375677978,0.244490416,0.061111495
13/07/2022 20:19,230.1806237,244.3550485,14.52843044,9.790360391,236.899785,224.9569797,11.47036164,76.96335891,12.39054348,15.24318213,7.853651917,10.67324025,7.834237353,5.791527395,5.267845151,5.673011891,0.227306001,0.060011802
13/07/2022 21:19,229.197298,245.9701282,14.30815709,8.889841856,234.9935577,225.407443,11.55825705,77.6006001,12.50935754,14.86104521,7.839949575,10.69268874,7.636901007,6.239435361,4.400318817,6.176611093,0.205202127,0.058165889
13/07/2022 22:19,230.2245712,250.2330595,14.04500871,8.260682491,235.4550075,229.5550014,24.87441214,76.65023177,12.59290525,14.23033378,7.870448336,10.78462703,7.639551003,6.609871297,3.827811644,6.684623959,0.219353998,0.049996743
13/07/2022 23:19,229.559865,250.9087561,14.04523556,8.208708456,235.0045446,228.9397345,27.40689873,76.83700936,12.6080194,14.22415033,7.802820649,10.77976491,7.478607932,6.490672336,3.711645636,6.547211849,0.211536774,0.049761095
14/07/2022 00:19,228.5435787,251.6558678,14.09446246,8.263053236,234.680431,227.9014715,29.85698337,76.97983928,12.58933663,14.25918986,7.739171061,10.77357676,7.324731516,6.305089623,3.723155987,6.374343294,0.204326059,0.049446897
14/07/2022 01:19,228.3073607,252.8864046,13.99986515,8.056980749,234.460693,227.3960737,98.11875858,77.08970845,12.5433644,14.12974973,7.366997777,10.77092469,7.171738431,6.22878478,3.551563209,6.291072144,0.125614701,0.04905415
14/07/2022 02:19,230.0817418,249.4365066,13.840615,8.046768307,235.3011909,228.6595683,36.00966229,76.39753268,12.32819758,14.08646561,7.69541197,10.85800086,7.013622022,6.028174535,3.583792193,6.004772394,0.193341511,0.045048126
14/07/2022 03:19,230.7025004,249.2662091,13.61013332,7.660883896,235.0649725,229.2199007,38.41579922,76.45246726,12.26228306,13.83830334,7.615849985,10.84695059,6.806569026,5.984405027,3.240429556,5.952691144,0.188354662,0.044851753
14/07/2022 04:19,231.0870412,248.936601,13.42661,7.29907167,234.7738196,229.8351676,41.17901127,76.48542801,12.20602481,13.63672302,7.542034144,10.83457428,6.587856049,5.892926755,2.939743759,5.855296265,0.183839541,0.044655379
14/07/2022 05:19,231.5979311,250.5242133,13.11990602,6.621038475,234.4771733,230.4998757,44.42015463,72.18954344,12.16530055,13.29251123,7.449211828,10.78285899,6.358896422,5.871625595,2.435590366,5.838230093,0.178852691,0.047836633
14/07/2022 06:19,234.1468871,245.3823271,12.91778084,6.406394831,235.7241866,232.7961398,46.44724259,76.32062426,12.04165835,13.06825827,7.483246677,10.86286299,6.1877067,5.756219992,2.269487141,5.76496325,0.180941777,0.042691642
14/07/2022 07:19,234.020538,246.7831615,12.72132696,6.068290059,235.4879682,232.7796595,50.51240545,67.97056729,11.99841507,12.85431106,7.426669266,10.69047868,5.961573735,5.628121232,1.964905533,5.632259049,0.176898385,0.043987708
14/07/2022 08:19,232.9932648,253.1445976,12.53372031,5.572621898,234.8617149,231.6040601,113.4674951,68.71767765,11.92137485,12.68364797,7.121681658,10.69622483,5.636330931,5.382282495,1.670417618,5.374206756,0.123390836,0.043084389
14/07/2022 09:19,234.6248164,254.6003667,12.29121546,5.012578881,235.8065884,234.3233203,111.0174104,72.26645186,11.87666214,12.34685631,7.222460172,10.75457028,5.421681281,5.264688417,1.292701009,5.297556104,0.125345142,0.036996805
14/07/2022 10:19,234.9049818,260.3465344,12.06572452,3.983492997,235.5538896,234.8342116,112.4402174,71.6127303,11.86931498,12.05623438,7.196381521,10.7713667,5.245544901,5.180359165,0.808912083,5.221935306,0.123997344,0.035190167
14/07/2022 11:19,234.6962311,268.625191,12.00265964,3.738759122,235.3231647,234.6529276,114.7804328,66.48733349,11.85462066,11.99275101,7.083668709,10.69224673,5.083718498,5.036795179,0.66423582,5.07466601,0.123053886,0.039235465
14/07/2022 12:19,235.6850502,289.9673149,11.86291878,3.145890399,235.9768853,235.0978974,126.3386796,71.34355083,11.80969803,11.91319068,6.81271595,10.72804962,4.922068761,4.90679974,0.379310351,4.939902099,0.113417136,0.034326122
14/07/2022 13:19,235.4103782,307.8210865,11.83365486,3.263515845,235.740667,234.8616789,126.3331862,65.72923621,11.78429785,11.87650223,6.800781652,10.66395802,4.786035649,4.772281452,0.363018776,4.804402577,0.114225815,0.038685618
14/07/2022 14:19,234.2347821,313.0343879,11.83115949,4.181359059,235.5538896,233.9882195,126.2892385,66.53677462,11.66863256,11.84311163,6.801223663,10.66793612,4.596295958,4.544971807,0.667246219,4.589015714,0.116719239,0.038096497
14/07/2022 15:19,233.3118843,310.8040398,11.87834472,5.303451109,236.899785,231.5051779,127.1736861,66.21266057,11.50132724,11.98203303,6.724755756,10.68031243,4.49859945,4.36595452,1.072233508,4.309630706,0.120223512,0.037311003
14/07/2022 16:19,230.6640464,297.5647814,12.05234024,6.085432372,238.9213749,229.2803287,125.4871928,66.43239891,11.22318477,12.12919903,6.785311266,10.67279824,4.465739504,4.142000537,1.662271831,4.111457138,0.118875715,0.037232453
14/07/2022 17:19,229.9663795,293.7797818,12.37878035,6.29041067,241.6955675,228.9617083,126.0804869,66.18519327,11.16713643,12.41404975,7.048307827,10.90883213,4.743459052,4.243399897,2.115248431,4.231361709,0.122582157,0.039667487
14/07/2022 18:19,228.3458148,294.5708413,12.32229419,6.7559886,246.8923718,226.8632085,121.3780823,71.12381249,10.66794942,12.40333178,6.936479037,11.06618806,4.773492336,4.000041433,2.602756085,3.972720928,0.124738633,0.034797419
14/07/2022 19:19,228.5490721,295.389368,12.21635428,6.746687983,249.5347216,227.2422569,127.4373723,71.15677324,10.41247818,12.30315996,7.50181114,11.08342649,4.751409039,3.888575086,2.729015787,3.866057352,0.112271509,0.034797419
14/07/2022 20:19,228.9885473,298.6415012,11.94934941,6.925040986,254.0228708,227.4510082,129.5358753,70.96999565,10.09634039,12.08632715,7.478384556,11.08828861,4.69770246,3.731296654,2.853327582,3.739090916,0.112810627,0.034365397
14/07/2022 21:19,230.4443088,298.5700861,11.81527984,6.876349522,255.7972553,228.752957,126.5694051,70.9370349,9.968919654,11.97378844,8.004819688,11.09668682,4.66696251,3.690299214,2.854212994,3.714521513,0.105599912,0.034404672
14/07/2022 22:19,231.0980281,301.0641207,11.66941397,6.906439753,257.1761115,229.2583549,130.1291693,70.3547283,9.886421547,11.8163167,7.870006325,11.08917263,4.617849256,3.64973947,2.825702739,3.672591693,0.104521675,0.033501353
14/07/2022 23:19,227.6371611,298.5481122,11.72453902,7.300712955,261.1588632,224.8745779,126.5034835,70.21189837,9.68007132,11.93503885,8.711153308,11.24564453,4.724202416,3.464594451,3.211742218,3.481921356,0.110721542,0.033304979
15/07/2022 00:19,228.2194657,297.2956015,11.5897889,7.388612901,263.3617369,224.4076342,106.8204045,70.39867596,9.553910092,11.86578426,7.855419961,11.23547828,4.701235787,3.375012858,3.27265854,3.391882585,0.132690636,0.03240166
15/07/2022 01:19,230.9661855,297.125304,11.4350758,7.331897376,263.9770034,225.7645176,106.8313914,70.33824792,9.527880155,11.77014697,8.13035082,11.23282621,4.675619162,3.420387248,3.187659021,3.436607726,0.133162365,0.032323111
15/07/2022 02:19,232.795501,297.5922488,11.33548775,7.276093675,264.1527938,227.4455148,106.8753391,70.28331334,9.522422265,11.65884495,8.48351763,11.22575404,4.631275901,3.44518997,3.094513716,3.49030732,0.133634095,0.032205286
15/07/2022 03:19,240.8104294,299.7951295,11.00587171,6.901515897,264.3285842,243.0249528,168.1274551,62.60345831,9.574272221,11.43005748,11.16254646,5.763381773,4.557606021,3.678043752,2.691651415,3.428810251,1.33869959,0.087268471
15/07/2022 04:19,241.6948732,303.4812467,10.91513089,6.765471582,263.9879903,244.9696358,167.7209388,122.5261039,9.598622807,11.23630952,11.24343448,5.77045395,4.480049481,3.701533388,2.523423202,3.448818866,1.364779466,0.051253535
15/07/2022 05:19,240.6895738,308.3484595,10.8951679,6.735198986,263.911082,246.0738203,167.3418899,119.6969728,9.608069155,11.10851832,11.30531602,5.384578324,4.408499597,3.663453916,2.452236105,3.397767472,1.390791953,0.050900062
15/07/2022 06:19,233.7238923,311.4302951,10.98749669,7.014764583,264.9163834,244.282954,166.0728998,119.1201597,9.559997739,11.13654993,11.31062015,5.160036722,4.292959785,3.435998373,2.573183336,3.133241803,1.485137758,0.05345292
15/07/2022 07:19,226.461565,310.1173562,10.92533923,7.159380054,268.0476503,239.8772032,165.7762528,116.3789238,9.234833444,11.08378453,11.12585955,4.962015782,4.162579998,3.089927463,2.788869614,2.776470532,1.445916859,0.053884943
15/07/2022 08:19,219.364041,312.6388581,10.91876052,7.239438304,272.8434327,241.6186284,170.1380627,162.5349624,9.035620458,11.05080616,10.90175996,3.120597846,4.168056655,2.912077362,2.981712272,2.308622019,1.722821798,0.052196129
15/07/2022 09:19,215.8976805,313.8199538,10.84231137,7.305089716,281.9515739,239.4102595,169.2041739,160.9198856,8.748661394,10.95104657,10.90573805,2.981806384,4.276529812,2.730142107,3.290543855,2.098531554,1.669449028,0.067827475
15/07/2022 10:19,210.442695,311.9411877,10.84526045,7.475053927,288.0438107,236.6964928,168.8470988,159.0246424,8.589332989,11.01741555,10.94419301,2.969872086,4.437119551,2.550395328,3.630541928,1.930665154,1.625915178,0.068180948
15/07/2022 11:19,208.8880515,310.6721965,10.78695947,7.614380812,291.9496542,236.3449117,168.5394649,148.9221722,8.524887903,11.04462271,10.97690183,3.263809419,4.578982653,2.452935223,3.866769757,1.868579597,1.576181461,0.066845607
15/07/2022 12:19,209.0198941,309.8316959,10.70302421,7.76319068,294.2294362,235.8450073,168.292259,91.17493612,8.525097822,10.95887894,10.99856037,4.393147591,4.687632476,2.385676079,4.03499797,1.810466338,1.52328042,0.108162633
15/07/2022 13:19,210.6349653,310.0734085,10.48184346,7.835407233,295.8994452,238.3390358,167.7374192,89.60930044,8.55091784,10.82284314,10.88186946,4.528402966,4.628095906,2.406247748,3.953185934,1.873875995,1.502591732,0.105295577
15/07/2022 14:19,229.0874292,311.0622328,10.29015347,7.758996284,296.4762575,336.210428,167.0782036,86.7801693,8.611584387,21.80175654,10.83634232,4.688410957,4.481816144,2.598687685,3.650198067,2.205636497,1.452251506,0.106198896
15/07/2022 15:19,255.0384382,312.2927696,10.15404224,7.481436703,296.3938557,340.3415061,167.0397494,83.86314282,8.68022785,21.97942754,10.80186546,4.83604264,4.368396329,2.917183805,3.245564943,2.63287929,1.409728504,0.105531225
15/07/2022 16:19,282.7693216,309.210934,9.787903017,6.657329117,296.5366855,227.6103184,166.3530665,74.61765211,8.662174829,10.6307441,10.46505306,5.480052705,4.109226751,3.283388688,2.467111021,2.952870018,1.395778803,0.085265459
15/07/2022 17:19,287.9441418,310.326108,9.641356588,6.043853145,296.3444147,309.2320711,166.4684292,227.6709002,8.725990158,9.438988061,10.41598984,10.56892565,3.98096696,3.429578845,2.013249009,2.960961738,1.349347188,1.13610039
15/07/2022 18:19,292.2125444,310.0953824,9.326712786,5.081695228,296.360895,311.187741,165.3862169,227.0666197,8.668262475,9.112502144,10.1578554,10.28515457,3.674450792,3.377493131,1.4471168,2.915942353,1.313293613,1.065445133
15/07/2022 19:19,291.4983972,320.0770141,9.299717391,4.828572562,296.531192,309.3309533,165.6114489,227.3248123,8.760836687,9.103020861,10.0937638,10.19277427,3.576577618,3.353857596,1.242055462,2.916677964,1.274140103,1.036931672
15/07/2022 20:19,288.6582889,325.5704823,9.474620327,5.293603397,297.2233668,306.2491251,165.8641482,227.2204366,8.794423703,9.424560022,10.03144024,10.10172,3.506794399,3.208834626,1.414356569,2.769261545,1.235930052,1.024049558
15/07/2022 21:19,283.8185686,327.4877027,9.629787133,5.851275669,299.4756816,303.8100311,166.4464553,226.9402702,8.695342007,9.787322151,9.847563657,9.953204293,3.362634633,2.914119939,1.673782183,2.488993804,1.186128945,1.001820055
15/07/2022 22:19,270.4750036,324.839851,9.911991091,6.631433282,302.1949396,220.9467576,160.4420999,94.33916823,8.524677984,9.740327966,9.912097267,6.172241973,3.399027907,1.537714811,3.018722479,1.061761595,1.051416612,0.16126208
15/07/2022 23:19,264.1190939,329.1357431,9.953958722,6.710397342,306.6006871,221.2983387,160.2937764,93.94913268,8.34687672,9.439400291,9.59473335,6.087375856,3.349561321,1.433543382,3.02722243,1.019684653,0.971290068,0.268442845
16/07/2022 00:19,258.3949298,329.6026879,10.1111672,6.900239342,309.2924779,221.5455442,159.9147275,89.8125584,8.264798451,9.425796711,9.516055388,6.164727785,3.437364512,1.368472713,3.153127967,0.978784689,0.930047473,0.229168105
16/07/2022 01:19,249.814177,328.630344,10.3321211,7.195670696,313.4949677,273.7333656,221.2602323,159.2443807,8.165086998,11.41851504,9.328642712,9.515171366,3.663674143,1.808356269,3.158440437,1.617147801,0.891635252,0.876690735
16/07/2022 02:19,249.9570065,328.6248506,10.42172766,7.273905295,317.2469945,221.9081122,158.854489,87.67560304,8.060127575,9.255545848,9.367981694,6.322083711,3.767200641,1.257006366,3.542886175,0.824894895,0.792639546,0.230385622
16/07/2022 03:19,256.2415015,327.6689871,10.62113062,7.416150021,318.0710121,158.6729531,202.0111369,88.50511527,8.135908279,9.364786716,8.666510195,6.525408783,3.985030287,0.960686797,3.850124018,0.734267636,0.322460485,0.190718135
16/07/2022 04:19,266.1791338,326.7076302,10.78242243,7.651583279,319.8069425,346.7908222,157.5250709,175.373175,8.262069506,27.59028588,9.277811444,7.869564314,4.21858324,1.862922255,3.784780638,1.757649478,0.637305916,0.331518076
16/07/2022 05:19,277.8471997,324.1586609,10.8502512,7.852731911,318.4500602,347.9829019,157.2229304,176.4718667,8.466740382,27.5878125,9.275601389,7.885918722,4.389949627,1.986644065,3.914759068,1.876965561,0.585280943,0.301119428
16/07/2022 06:19,292.0312609,322.2908818,10.80737616,7.775956232,316.6262345,348.5432343,157.0031919,176.834435,8.592901609,27.58410243,9.165982655,7.809450815,4.367336331,2.266914814,3.732364268,2.18960018,0.524899628,0.269621087
16/07/2022 07:19,299.5023388,318.4124932,10.88450586,7.968898437,314.6760596,15.7497373,156.7889468,177.8617117,8.80030143,27.56596433,9.153164335,7.836413487,4.437296217,2.366417496,3.752374571,2.250655882,0.482915744,0.248687651
16/07/2022 08:19,300.5625727,316.3854034,11.03468192,8.098559976,312.9346357,26.56085651,156.5747018,87.92830213,8.972644804,21.833086,9.138577971,6.218653131,4.519976082,2.46562838,3.788145202,2.414991351,0.444975253,0.124147452
16/07/2022 09:19,295.2668969,316.1601713,11.31280254,8.247187478,311.8194652,25.98404375,156.3549632,87.90083484,9.095027492,21.82978816,9.127527695,6.298215115,4.628625905,2.433238945,3.936717277,2.382330228,0.409460796,0.11311125
16/07/2022 10:19,296.2172619,317.5555122,11.33344608,8.214544137,312.9950637,27.29697946,155.1354144,168.4898715,9.080962929,21.84091836,8.917572458,7.542918166,4.569442668,2.408144427,3.883061331,2.343048607,0.334051541,0.205642536
16/07/2022 11:19,302.078762,315.3251641,11.30418216,8.224756579,312.3303561,15.82664566,154.822287,170.8026175,9.156953552,27.57132331,8.921992568,7.532751912,4.648059207,2.555355872,3.881113425,2.467808211,0.304130443,0.193388817
16/07/2022 12:19,321.2343862,304.7392509,10.75996408,7.843431294,312.7258846,16.52431443,153.9268524,72.40928179,9.10993173,27.57132331,8.856574936,6.15367751,4.557076022,2.118827979,3.91033201,2.493848836,0.256216252,0.21479355
16/07/2022 13:19,323.0801819,278.5189272,10.13226444,6.934706333,309.8088623,327.0033977,153.6906335,67.50362332,9.200196835,10.35331352,8.863205102,5.640944719,4.473512825,3.734360519,2.438777848,3.654201421,0.233505869,0.221509531
16/07/2022 14:19,324.2392977,252.5458096,10.1395237,6.677571636,298.3385373,327.1901751,66.50387717,148.081673,8.862017572,10.06557719,6.104614286,8.850386782,4.305149765,3.42024135,2.607891473,3.470151582,0.211941113,0.17866079
16/07/2022 15:19,323.1296228,248.2114632,10.36932484,6.830028804,287.3076883,326.8825416,60.87857073,223.1717576,8.713814865,10.38711635,7.165440749,26.28285965,4.426519568,3.228385007,3.027399513,3.21621871,0.345844767,0.031694715
16/07/2022 16:19,314.697193,245.2120296,10.35321834,7.199865091,274.4090662,321.4605017,46.20003674,216.6125682,8.752859771,10.75894754,7.962828641,26.29302591,4.454432856,3.124505374,3.174732011,3.068360925,0.501245787,0.032637309
16/07/2022 17:19,298.5025328,246.5744097,10.05944493,7.183269873,267.8663664,319.7190765,46.74938308,215.9698335,8.750550664,10.80676618,8.111786357,26.24661475,4.331649722,3.197016859,2.920973032,3.134860147,0.480961438,0.0338941
