Time,Mean direction of total swell,Mean direction of wind waves,Mean period of total swell,Mean period of wind waves,Mean wave direction,Mean wave direction of first swell partition,Mean wave direction of second swell partition,Mean wave direction of third swell partition,Mean wave period,Mean wave period of first swell partition,Mean wave period of second swell partition,Mean wave period of third swell partition,Significant height of combined wind waves and swell,Significant height of total swell,Significant height of wind waves,Significant wave height of first swell partition,Significant wave height of second swell partition,Significant wave height of third swell partition
16/07/2022 18:19,280.1489509,255.929786,9.883861436,6.778237134,268.470646,320.2574351,55.297212,15.70030939,8.831789258,10.91023583,7.930119825,25.32148567,4.202153266,3.412362839,2.449048623,3.37187397,0.491609037,0.018930424
16/07/2022 19:19,265.9374225,277.5026356,9.657916788,6.212358436,270.2724978,321.3396457,214.2285993,68.78359916,8.772592143,11.25114979,8.313343385,7.863818171,3.905177083,3.366258957,1.979426284,2.408959341,2.393822645,0.268364295
16/07/2022 20:19,270.0080613,287.6490713,9.508421283,6.134123836,277.6172414,216.2608406,328.6354664,69.80538244,8.490461212,8.030399202,11.40742057,7.836413487,3.523577705,2.947530664,1.928780738,2.226086479,2.104585361,0.269463988
16/07/2022 21:19,314.2192637,245.5361442,9.603018591,6.307552983,278.9796171,325.5696059,91.82874307,203.1151406,8.216097278,10.18883387,7.383352185,25.40237369,3.375177946,2.568778521,2.187498022,2.672455155,0.174270181,0.026903197
16/07/2022 22:19,312.2800795,231.2036857,9.43855085,6.204516739,275.7549616,323.3282763,306.897832,68.36609631,8.189227666,10.85334814,6.160749686,7.408104803,3.336841342,2.614590606,2.07257159,2.176212062,1.582246548,0.143627722
16/07/2022 23:19,300.9800741,231.2201661,9.213967314,5.646115007,267.1027768,330.9367114,208.1198681,49.27632792,7.969442633,10.70412099,25.12788484,6.473251482,3.043575153,2.452205731,1.794906496,1.850777814,1.513913229,0.182548989
17/07/2022 00:19,295.7667999,226.9407544,9.137971875,5.481621747,267.1961655,330.0522651,208.2901654,58.88988035,8.067894572,10.49017378,25.10976239,6.906864299,3.005945214,2.514796128,1.626147036,1.887558357,1.558457927,0.165268104
17/07/2022 01:19,294.1022876,219.5630266,9.169050607,5.604353414,262.7354835,328.662421,203.3350615,73.30471553,8.091405483,10.24695826,25.36126666,8.304503164,2.933865331,2.434114335,1.614459602,1.838713795,1.500300477,0.126935958
17/07/2022 02:19,297.5466743,224.7818214,9.375259126,6.125735045,254.3250106,332.3485293,215.2009423,14.16214101,7.916333164,10.61178154,26.25633899,5.541492238,3.008418543,2.232482801,2.015905244,1.682322925,1.481700875,0.129803014
17/07/2022 03:19,297.8652938,216.8822141,9.443995299,6.212540801,248.5349136,331.5135241,204.4337542,49.11152417,7.880856879,10.53675573,26.44728775,7.042561684,2.997995227,2.151509211,2.085852764,1.611115792,1.451510218,0.153132209
17/07/2022 04:19,296.5468683,212.1413511,9.489819414,6.348220385,241.5417509,330.5631564,199.143549,36.47107609,7.800248042,10.51160972,26.38717425,6.638121595,3.072371773,2.086146746,2.253372649,1.528580253,1.424891223,0.146730427
17/07/2022 05:19,297.7114775,212.2786878,9.610958413,6.500859918,238.6796631,333.9526181,195.3310855,55.45646877,7.793740557,10.34877899,26.50474919,7.439929597,3.175898271,2.046900087,2.427975826,1.452223845,1.432371497,0.126935958
17/07/2022 06:19,285.4006792,214.2673233,9.715764063,6.693437394,233.8289461,271.7392415,357.6024985,87.30204786,7.855036861,10.07794408,10.15652936,5.87388453,3.366874626,2.087459831,2.641537116,1.867549741,1.002087234,0.073286664
17/07/2022 07:19,282.8572166,216.2065175,9.764990959,6.80850973,233.7740116,194.6386022,357.8057566,82.87432028,7.904157871,26.54940591,10.07608336,5.701942241,3.43012119,2.085417254,2.722463741,1.819293668,0.960709859,0.074779104
17/07/2022 08:19,277.9131209,217.0140573,9.994111536,7.029718515,233.2191731,203.6918158,358.0694428,82.85783991,8.073142543,27.60017939,10.09111173,5.768685906,3.633994192,2.15515667,2.925400091,1.890206556,0.929036625,0.073679411
17/07/2022 09:19,278.0944045,217.6183389,10.12024128,7.195670696,232.6808149,203.4555973,6.421868848,80.90216867,8.147243896,27.60388946,9.989449197,5.801394722,3.77603396,2.150633821,3.102836585,1.926545733,0.789472222,0.073483038
17/07/2022 10:19,270.167371,215.6626642,10.2436488,7.287765038,231.3294261,272.8049718,7.921584334,89.85101261,8.31224011,10.66289802,10.0137598,6.073673514,3.97266364,2.338550909,3.211210971,2.202546931,0.704560998,0.070183959
17/07/2022 11:19,266.4867664,216.0746743,10.28629698,7.35742848,230.9668583,271.6623331,8.32810062,90.10920516,8.398726675,10.76430652,10.01817991,6.048920896,4.0380302,2.407560833,3.241669132,2.285818082,0.669787829,0.071362202
17/07/2022 12:19,262.0920147,215.9702984,10.33915351,7.475053927,229.9285962,269.7835716,9.992620005,92.12530444,8.506415044,10.87189847,10.05265677,5.95565657,4.110640082,2.466649669,3.28788762,2.369089232,0.589526505,0.074936203
17/07/2022 13:19,261.5371773,216.5690864,10.37000539,7.568971919,229.4946136,269.2781737,10.42111014,92.53182038,8.536853277,10.89539556,10.05530884,6.012233981,4.123006729,2.422150669,3.335699849,2.383065839,0.558931508,0.07458273
17/07/2022 14:19,254.0056715,216.4482301,10.32191276,7.401560818,229.049644,266.2677604,10.76719833,92.94382977,8.560574107,10.94156529,10.0535408,6.113896517,4.107460087,2.587599409,3.189961092,2.510915008,0.529886478,0.074150708
17/07/2022 15:19,251.7149072,217.244783,10.20304228,7.38460087,228.220133,266.4160837,11.38246623,91.47158288,8.483323971,10.93167178,10.08934369,4.376793184,3.984323621,2.487804931,3.112221949,2.431469034,0.522136644,0.063467979
17/07/2022 16:19,246.8861737,219.3432879,10.13430611,7.35742848,228.1816788,265.1306153,11.75052827,91.47158288,8.462751924,11.0013386,10.08403956,4.417016187,3.946517016,2.48970161,3.062284732,2.438825143,0.496865446,0.061347143
17/07/2022 17:19,240.9532589,222.337228,9.918569801,7.218466325,228.330002,265.2294975,12.06365568,93.30090457,8.312659948,10.92095381,9.936407874,4.499230238,3.783630615,2.40872802,2.917962633,2.363792834,0.460003192,0.056162877
17/07/2022 18:19,234.7731392,225.9244628,9.756370581,7.184911159,228.9068143,265.2459778,12.28339421,110.3525998,8.278863014,10.94939765,9.94790016,5.495965102,3.716144058,2.42390145,2.816848622,2.378799296,0.440055793,0.152660912
17/07/2022 19:19,223.1709947,233.4450207,9.59190284,7.220289975,229.9615569,161.414187,12.19000533,109.4132184,8.234989974,21.86317876,9.954972337,5.979083154,3.637350853,2.379110653,2.751151078,2.336869476,0.420984462,0.149597483
17/07/2022 20:19,219.6936474,237.8672626,9.492314787,7.151720723,231.5107099,160.8483612,12.28339421,123.6028218,8.169495294,21.23452848,9.964254568,6.191690458,3.56332764,2.349639184,2.678901487,2.295233901,0.404676116,0.29707413
17/07/2022 21:19,213.4311261,243.05859,9.336240572,7.233602623,233.6696361,178.7405437,12.31086153,117.0820865,8.070203679,8.044415011,9.974420822,2.340890396,3.518101047,2.219060152,2.729901198,2.18415666,0.389985126,0.036486233
17/07/2022 22:19,198.7801225,246.2063473,9.011842132,7.516450789,236.3669203,267.1741805,64.44382843,163.45237,7.932286997,27.59976716,8.546283196,22.28089182,3.540184344,1.866569714,3.008097539,1.823707334,0.397061061,0.020344315
17/07/2022 23:19,192.7428323,247.9807375,8.762758574,7.539246419,239.5036807,269.4924185,79.25420554,163.3040466,7.803606743,27.60017939,8.425172174,22.3803443,3.623394209,1.684050866,3.208200572,1.651427268,0.329064692,0.019715919
18/07/2022 00:19,193.5778352,251.2823119,8.629596416,7.505326522,242.2943536,181.7619439,38.56412273,168.5008584,7.741260845,8.183748647,9.74545911,24.9700869,3.678160786,1.684634459,3.269825222,1.66849344,0.231282003,0.014531654
18/07/2022 01:19,190.814635,254.4245757,8.402971212,7.542893719,245.5190091,183.7450812,38.33339727,275.6068193,7.699067157,8.182099728,9.848447679,27.5996105,3.75359733,1.599283919,3.395907841,1.583751068,0.221847423,0.014806577
18/07/2022 02:19,190.1719026,254.3147064,8.415448075,7.567512999,248.3426428,278.1281295,173.6099315,113.7200899,7.684582757,27.5989427,27.53242482,8.326603716,3.844580515,1.428291041,3.569625607,1.192406085,0.686096176,0.384028403
18/07/2022 03:19,216.7491637,249.5298956,8.504374081,7.626781635,248.0954375,226.2754089,307.430698,43.34339271,7.72215823,27.57585784,27.54701119,9.276927422,3.973723638,1.308800284,3.752020407,1.000705893,0.789674392,0.296563558
18/07/2022 04:19,246.9905491,247.0248741,8.74801319,7.672190528,247.0297081,224.2867782,308.4634691,41.11854201,7.80045796,27.58286575,27.54922124,9.380358002,4.021246894,1.388168992,3.773978616,1.076032446,0.830580038,0.281874805
18/07/2022 05:19,280.6323736,242.5641779,8.903179997,7.728723688,245.420127,222.0564355,308.7436357,29.05490708,7.878547772,27.59028588,27.5514313,9.7971744,4.081666796,1.457908408,3.812228399,1.151064755,0.859557678,0.248098529
18/07/2022 06:19,280.5170113,238.9549693,9.113245001,7.757537364,243.2831747,314.9287838,216.6237493,13.30516148,7.962935148,25.15483286,27.59342235,8.923318601,4.140320034,1.611831178,3.813467975,1.190493497,1.041173354,0.31133086
18/07/2022 07:19,281.5387911,236.6257388,9.0635644,7.724529293,241.0912879,214.2886903,307.5790215,14.31046439,7.91528357,27.59523264,27.54922124,9.000670531,4.071596812,1.536839421,3.770259887,1.255962865,0.838195092,0.285880829
18/07/2022 08:19,278.0284832,234.3734168,9.243911785,7.798569496,239.1960474,212.0034131,306.3924334,15.52451872,8.018563643,27.59976716,27.54568515,9.188967228,4.162756664,1.624232538,3.832769949,1.350121056,0.861175035,0.271781197
18/07/2022 09:19,272.0900749,232.5221181,9.478930516,7.829936282,237.7347895,210.0477431,305.2827538,16.93633756,8.118904852,27.60265277,27.54214907,9.312288304,4.211163252,1.762690082,3.824624162,1.484737845,0.913739126,0.260312973
18/07/2022 10:19,268.2831212,231.1981922,9.524754631,7.891575663,236.8009029,208.4381609,304.3159043,18.1503919,8.21399809,27.60430169,27.53905499,9.381242025,4.21027992,1.871238462,3.771499463,1.59066581,0.953094805,0.250415739
18/07/2022 11:19,262.1139885,228.4954059,9.753194652,7.758449189,236.0373133,208.5260561,15.89259961,225.4845037,8.294187089,27.63563115,9.587219163,0,4.188549955,2.170475998,3.582198452,2.157527546,0.236471023,0
18/07/2022 12:19,259.1749982,220.5573443,9.735727044,7.390071821,235.899977,169.4620984,190.1177888,358.9700525,8.386761301,21.61666541,27.59872648,8.71159532,4.064000158,2.646104652,3.082826282,2.256835014,1.254057925,0.301158703
18/07/2022 13:19,254.2473829,217.4919891,9.744574274,7.064914967,235.5264224,168.5556784,188.4093217,359.7391367,8.445958416,21.60842081,27.59916849,8.800881547,3.986266951,2.86159653,2.77488011,2.507236954,1.374281437,0.290750897
18/07/2022 14:19,254.7912334,215.9922723,9.820796565,7.059444016,235.0210249,167.8360358,187.1238513,0.571324607,8.47429746,21.59605392,27.5996105,8.880885543,3.929203711,2.812428782,2.743890702,2.479577985,1.345438576,0.281403509
18/07/2022 15:19,256.9391683,213.8663001,9.81036137,6.941818569,234.9770773,264.5483091,34.1199109,162.6887792,8.405863916,10.11834259,9.929777708,19.93602332,3.807657242,2.720221019,2.664026572,2.700996857,0.179863539,0.024428888
18/07/2022 16:19,252.8355689,215.1352912,9.772023373,6.751611839,234.6364834,262.2740187,35.32847283,161.6889698,8.397887,10.16245117,9.859055944,19.03034273,3.750594002,2.768951071,2.529798166,2.748958685,0.177572284,0.021404733
18/07/2022 17:19,254.7088318,213.4762638,9.654740859,6.548457192,235.2737237,263.7352777,37.17427651,160.8924183,8.275294393,10.07629517,9.778167926,19.02459659,3.57357429,2.66405015,2.382111502,2.661420992,0.176898385,0.020854887
18/07/2022 18:19,251.8412563,212.5258938,9.595078769,6.320318535,235.0979332,261.2412492,37.82250518,168.3360546,8.289568875,10.02641537,9.778609937,24.97981115,3.525697701,2.733789566,2.226279052,2.737483156,0.175483198,0.019951568
18/07/2022 19:19,248.5671662,214.2728167,9.532467601,6.086161832,235.0649725,259.1427495,38.3883319,165.9079459,8.27949277,10.00580389,9.750321232,25.08147368,3.441427838,2.745461435,2.074696578,2.758521627,0.172585434,0.018969699
18/07/2022 20:19,250.4239488,216.1790502,9.395902663,6.04549443,235.6362914,265.3833142,38.89373053,162.1119661,8.083638486,9.942320515,9.744575088,18.33594341,3.252748146,2.53682678,2.0353843,2.480902084,0.170833298,0.021561832
18/07/2022 21:19,249.4076625,217.4150805,9.340323909,5.991696745,235.5758634,265.7294019,39.08600174,161.9471623,8.044173742,9.929541395,9.74545911,18.3315233,3.178901599,2.488534423,1.976770049,2.41969926,0.167598584,0.020854887
18/07/2022 22:19,253.3849128,218.4423591,9.236198815,5.938081425,235.9878722,268.6354395,38.2839561,166.8583143,7.760363461,9.874714846,9.831209249,18.30809671,3.020608524,2.245175959,2.020332302,2.230500144,0.162409565,0.021286909
18/07/2022 23:19,249.7152951,222.9634834,9.02046251,5.581193055,238.2511739,266.8335863,15.17295592,96.32780022,7.71858961,9.723838778,10.29178474,6.306171314,2.855602126,2.249990604,1.758073372,2.228293312,0.182828693,0.056162877
19/07/2022 00:19,248.0068354,225.7706456,8.923596682,5.439313059,238.84996,266.7072368,15.26085133,109.671411,7.665060304,9.686325876,10.28515457,5.448669923,2.783522243,2.224896086,1.672188442,2.177241918,0.179930929,0.129096069
19/07/2022 01:19,256.7084438,228.0559284,8.882990163,5.549461539,241.7834627,272.288587,15.3102925,109.5066072,7.333388525,9.674371215,10.30990719,5.416845129,2.590425891,1.893706809,1.765864994,1.930518032,0.176224487,0.113700371
19/07/2022 02:19,258.3070348,228.3855365,8.863707739,5.521194959,242.3492881,272.5412859,15.30479904,109.4187119,7.255298714,9.610475613,10.29620485,5.564476811,2.542725968,1.830386921,1.762854595,1.867255497,0.173326723,0.107180764
19/07/2022 03:19,270.2332923,232.0606667,8.846693834,5.384968279,245.8650965,280.9792326,15.13450167,109.1165717,6.765348124,9.518136162,10.36029645,5.584809319,2.346272955,1.48081445,1.816156376,1.419856966,0.167868144,0.068770069
19/07/2022 04:19,269.9091793,232.956102,8.735082623,5.385880104,245.9529917,281.2044643,15.12900821,108.8913399,6.692716203,9.424972251,10.34968818,5.818191141,2.331079646,1.454552746,1.818281364,1.396905907,0.16476821,0.064096375
19/07/2022 05:19,269.0027618,233.5603835,8.599651945,5.367096506,246.1068084,281.3857483,15.0850605,108.6551212,6.642545598,9.320265909,10.34438405,6.044942797,2.299809697,1.442880877,1.787114874,1.366598739,0.162140006,0.060404549
19/07/2022 06:19,278.2042732,235.8291859,8.182017309,5.140963864,248.4250445,285.6486693,14.77193309,107.9959061,6.133912231,8.788077376,10.36781064,6.079861668,2.032160133,1.163631416,1.664219737,1.204764348,0.157355326,0.043320038
19/07/2022 07:19,274.3588655,242.8168774,8.226026608,5.156647257,249.880809,285.7365646,15.37621406,106.3698424,5.991587253,9.326861584,10.34703612,6.312801479,1.921213647,1.005039898,1.635709482,1.042194346,0.155805359,0.039785311
19/07/2022 08:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 09:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 10:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 11:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 12:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 13:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 14:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 16:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 17:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 18:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 19:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 20:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 21:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 22:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19/07/2022 23:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 00:19,295.2614034,255.330998,6.778710488,4.576361721,266.410602,295.9983383,16.78254067,61.47180586,5.213628004,17.00381515,8.239085532,12.627371,1.458171067,0.784149781,1.229305534,0.779139899,0.079250477,0.040217333
20/07/2022 01:19,296.9149288,252.7051202,6.648270556,4.513081054,265.3613529,295.6028095,16.79902106,61.79042645,5.142885353,17.08296325,8.214774926,12.62029883,1.421071128,0.771748421,1.193357821,0.766781636,0.078643968,0.040178059
20/07/2022 02:19,295.5635426,249.2497287,6.591103837,4.359347331,264.2187152,295.2732022,16.22770087,62.048619,5.088306453,17.10687257,8.31113333,12.60969056,1.376374534,0.786630053,1.1294311,0.781788098,0.077363561,0.040060234
20/07/2022 03:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 04:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 05:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 06:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 07:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 08:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 09:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 10:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 11:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 12:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 13:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 14:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 16:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 17:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 18:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 19:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 20:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 21:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20/07/2022 22:19,293.5584371,146.0329549,13.27098949,2.30755834,292.5319599,296.5366969,196.3583631,57.23085587,12.86223113,13.92157374,3.399064793,11.90866107,1.263484718,1.239936258,0.243842368,1.198732339,0.311071599,0.059461956
20/07/2022 23:19,294.294558,142.116112,13.37579514,2.162213409,293.751506,296.767422,185.6406162,57.38467271,13.10174853,13.98588157,3.299612312,11.92766755,1.320371292,1.304131536,0.206477997,1.263907462,0.31511499,0.062211187
21/07/2022 00:19,295.0471593,136.0128689,13.49262395,2.128293512,294.7293402,296.9816667,182.5423029,57.13197362,13.27430182,14.00896643,3.288562036,11.83396121,1.376374534,1.362928576,0.190717669,1.327169997,0.302580476,0.068180948
21/07/2022 01:19,295.7173589,128.0857943,13.56703142,2.100756392,295.5533578,297.190418,178.109078,56.11019033,13.37548271,13.99824846,3.230658592,11.7574933,1.431141111,1.419099444,0.185051035,1.387490088,0.288495995,0.072815367
21/07/2022 02:19,296.2886766,114.2092936,13.53822121,1.928421436,296.3004671,297.3387413,163.0075473,56.20907258,13.44370633,13.94218522,3.097171262,11.77031162,1.482551028,1.4764375,0.133874241,1.445750469,0.289776403,0.077214138
21/07/2022 03:19,296.9588763,90.55991307,13.50510081,1.51700592,296.9596812,297.6298944,153.0314179,56.26950063,13.49198767,13.89148097,2.963683932,11.78180391,1.53025095,1.529252706,0.050468464,1.499008696,0.291461149,0.081927107
21/07/2022 04:19,297.530194,35.30661001,13.51326749,3.864955726,297.5364935,297.9375279,149.6364576,56.26950063,13.51339939,13.82552422,2.947771535,11.78622402,1.574770878,1.574772994,0,1.548883113,0.271311581,0.087582669
21/07/2022 05:19,298.0685511,82.68777316,13.51145267,1.578098207,298.0748516,298.2726286,150.0100131,56.26400717,13.49492653,13.74761281,2.978712307,11.78312994,1.617877474,1.616499925,0.060385075,1.595226598,0.244962145,0.093670254
21/07/2022 06:19,298.5959213,75.00790462,13.47515634,1.754809924,298.6461705,298.6406901,149.048657,56.23104642,13.43950796,13.66022011,2.972524153,11.77296369,1.658687408,1.656184279,0.091374482,1.637744906,0.224879966,0.100150586
21/07/2022 07:19,299.1068112,71.42616336,13.254883,1.863134754,299.2284763,299.0636861,152.0041403,56.20357913,13.20313933,13.39515642,2.982248395,11.585109,1.657274077,1.653704007,0.11173895,1.638186272,0.197452293,0.107180764
21/07/2022 08:19,299.5847404,61.85654178,13.18546627,2.068477781,299.8767035,299.497669,146.7139351,56.17611183,13.09922951,13.29457237,2.934511204,11.52853159,1.691370688,1.684780358,0.148926239,1.671435884,0.180470048,0.110597666
21/07/2022 09:19,300.2000057,43.18973687,13.09994304,2.145618191,300.6402931,299.9865865,126.7451959,56.09920341,12.9911213,13.20759191,2.80765404,11.46974412,1.728647294,1.719941862,0.172301107,1.706892328,0.178583132,0.114210942
21/07/2022 10:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 11:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 12:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 13:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 14:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 16:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 17:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 18:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 19:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 20:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 21:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 22:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21/07/2022 23:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22/07/2022 00:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22/07/2022 01:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22/07/2022 02:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22/07/2022 03:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22/07/2022 04:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22/07/2022 05:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22/07/2022 06:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
